,C23. Which of the following do you have access  to?:Mobile phone,C23. Which of the following do you have access  to?:Internet,C23. Which of the following do you have access  to?:Laptop or desktop or tablet,C24.2. Do you own a SIM card that you can use at any time?,C24.2a. Is the SIM card you own registered biometrically to your own National ID,C24.1. Do you personally own a mobile phone?,C25. Is your phone a smart phone or a simple mobile phone?:Smart phone,C25. Is your phone a smart phone or a simple mobile phone?:Simple phone,C25X1. Which of these things do you do when using  USSD  menus?:Get information,C25X1. Which of these things do you do when using  USSD  menus?:Send or receive,C25X1. Which of these things do you do when using  USSD  menus?:Pay for things,C25X2. Which of these things are you using  apps on your phone to do ?:Get information,C25X2. Which of these things are you using  apps on your phone to do ?:Food deliveries,C25X2. Which of these things are you using  apps on your phone to do ?:Send or receive,C25X2. Which of these things are you using  apps on your phone to do ?:Pay for things,Mobile money,Banked,Financial Access Strand,Overlaps in Financial Access
7306,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7307,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7308,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7309,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7310,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7311,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7312,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7313,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7314,No,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7315,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7316,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7317,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7318,Yes,No,No,Yes,No,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7319,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7320,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7321,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7322,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7323,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7324,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7325,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7326,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7327,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7328,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7329,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7330,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7331,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7332,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7333,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7334,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7335,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7336,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7337,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7338,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7339,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7340,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7341,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7342,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7343,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7344,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7345,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7346,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7347,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7348,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7349,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7350,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Banked,Banked,all
7351,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7352,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7353,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7354,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Banked,Banked,bank AND informal
7355,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7356,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7357,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7358,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7359,Yes,No,No,Yes,No,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7360,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7361,Yes,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7362,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7363,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7364,Yes,No,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,all
7365,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7366,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7367,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7368,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7369,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7370,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7371,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7372,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7373,Yes,No,No,Yes,No,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7374,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7375,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7376,Yes,Yes,Yes,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7377,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7378,Yes,No,No,No, ,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7379,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7380,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7381,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7382,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7383,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7384,Yes,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7385,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7386,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7387,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7388,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7389,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7390,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7391,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7392,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7393,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7394,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7395,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7396,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7397,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7398,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7399,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7400,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7401,Yes,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Banked,Banked,bank AND informal
7402,No,Yes,No,No, ,2, , , , , , , , , ,Not MM,Banked,Banked,Bank only
7403,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,Yes, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7404,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7405,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7406,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7407,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7408,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7409,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7410,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7411,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7412,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
7413,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7414,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7415,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7416,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7417,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7418,Yes,No,No,No, ,2, , , , , , , , , ,MM,Banked,Banked,bank AND formal
7419,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7420,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7421,No,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7422,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7423,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7424,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7425,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7426,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7427,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7428,Yes,Yes,No,Yes,No,Yes,Yes,No,Yes,No,No,Yes,No,No,No,Not MM,Not Banked,Informal only,informal only
7429,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7430,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7431,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7432,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7433,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7434,Yes,No,No,Yes,No,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7435,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7436,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7437,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7438,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7439,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7440,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7441,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7442,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7443,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7444,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7445,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7446,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7447,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7448,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7449,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7450,No,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7451,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7452,No,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7453,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7454,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7455,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7456,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7457,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7458,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7459,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7460,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7461,Yes,Yes,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7462,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7463,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7464,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7465,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7466,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Banked,Banked,Bank only
7467,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7468,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7469,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7470,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7471,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7472,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7473,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7474,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7475,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7476,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7477,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7478,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7479,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7480,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7481,Yes,Yes,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7482,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7483,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7484,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7485,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7486,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7487,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7488,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7489,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7490,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7491,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7492,No,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7493,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7494,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7495,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7496,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7497,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7498,Yes,Yes,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7499,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7500,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7501,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7502,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7503,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7504,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,Yes,Yes,Yes,No,Yes,No,Not MM,Banked,Banked,bank AND informal
7505,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7506,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7507,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7508,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7509,Yes,Yes,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7510,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7511,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7512,Yes,No,No,Yes,Yes,Yes,No,Yes,No,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7513,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7514,Yes,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7515,No,No,No,Yes,Yes,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7516,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7517,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7518,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7519,Yes,Yes,No,Yes,No,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7520,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7521,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Other formal non-bank,informal AND formal
7522,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7523,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7524,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7525,Yes,No,No,Yes,Yes,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7526,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7527,Yes,No,No,Yes,No,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Informal only,informal only
7528,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7529,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7530,Yes,No,No,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7531,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7532,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7533,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7534,No,No,No,No, ,Yes,No,Yes,Yes,No,No, , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7535,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7536,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7537,Yes,Yes,Yes,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7538,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Other formal non-bank,non-bank formal only
7539,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7540,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7541,Yes,Yes,Yes,No, ,2, , , , , , , , , ,MM,Not Banked,Other formal non-bank,informal AND formal
7542,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Banked,Banked,bank AND formal
7543,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7544,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7545,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Banked,Banked,bank AND informal
7546,No,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Informal only,informal only
7547,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7548,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7549,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Excluded,excluded
7550,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
7551,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,Not MM,Not Banked,Excluded,excluded
7552,Yes,No,No,Yes,Yes,Yes,No,Yes,Yes,Yes,No, , , , ,MM,Not Banked,Other formal non-bank,non-bank formal only
7553,Yes,No,No,Yes,No,Yes,No,Yes,Yes,No,No, , , , ,Not MM,Not Banked,Informal only,informal only
7554,Yes,No,No,No, ,2, , , , , , , , , ,Not MM,Not Banked,Excluded,excluded
